source_row_number,review_priority,review_reason,suggested_action,stay_status_code,stay_status_name_ko,item_type,section_title,petition_type,subsection_type,subtype_or_program,applicant_context,eligibility,target_persons,common_documents,mandatory_documents,other_documents,requirements,procedure,restrictions,exceptions,fees,duration_or_validity,quota_or_limit,score_criteria,table_summary,table_rows,normalized_text
260,high,exception_without_exceptions,item_type/subsection_type과 실제 채움 필드가 맞는지 확인,F-5,영주,exception,F-5 영주 / 코로나19 영주자격 상실자 구제,체류자격 변경,예외,,"코로나19로 인해 재입국허가(면제) 기간이 도과되어 영주자격이 상실된 사람으로, 영주자격 상실기간이 2020.1.1.~2021.12.27.인 자",,,,"재외공관 사증발급 단계: 여권 사본, 사증발급 신청서, 신분증 사본, 영주권 상실 사유서 국내 자격변경 단계: 신청서, 여권 사본, 표준규격사진, 자격변경 및 영주증 발급 수수료, 해외범죄경력증명서, 결핵검진확인서(결핵 고위험국가에 한함), 체류지 확인 서류 등",,"재외공관에서 단기일반(C-3-1, 090) 사증을 발급받아 국내 입국 후 관할 출입국·외국인관서에서 영주 자격변경 신청 품행단정 요건은 심사, 생계유지 및 기본소양 요건은 심사 면제",재외공관에서 사증발급 → 국내 입국 → 출입국·외국인관서에서 자격변경,2022.12.31.까지 국내 입국 + 자격변경 신청을 완료해야 함 (사증만 발급받고 신청하지 않으면 대상 아님),,,,,,,,
264,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-6,결혼이민,stay_status_rule,F-6-2 자녀 양육자 / 체류자격 변경허가,체류자격 변경,요건,F-6-2,"결혼이민(F-6) 이외의 체류자격으로 체류 중인 외국인으로, 국민과 혼인관계(사실혼 포함)에서 출생한 미성년 자녀를 국내에서 양육하고 있는 부 또는 모",,,,"- 신청서(별지 제34호 서식), 여권, 외국인등록증(해당자), 표준규격사진 1매, 수수료 - 자녀가 국민인 경우 자녀 명의의 기본증명서·가족관계증명서 - 가족(친자)관계 입증서류 (출생증명서, 유전자검사 확인 서류) - 자녀양육 입증서류 (판결문 등 양육권 관련, 자녀 등재 주민등록등본, 5촌 이내 한국인 친척이나 통(반)장 확인서 등) - 혼인단절자(이혼·사망·실종 등)의 경우 사유 입증서류 (해당자에 한함) - 범죄경력증명서 및 건강진단서 (旣제출자로서 해외에서 6개월 이상 연속체류 사실이 없는 자는 면제) - 그 밖에 심사에 필요한 서류",,,,,,,체류허가기간 1년,,,,,
265,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-6,결혼이민,stay_status_rule,F-6-3 혼인단절자 / 체류자격 변경허가,체류자격 변경,요건,F-6-3,"결혼이민(F-6) 이외 자격으로 체류 중인 사람으로, 국민과 정상적인 혼인생활을 유지하면서 국내 체류 중 한국인 배우자의 사망·실종, 그 밖에 자신에게 책임없는 사유로 혼인이 단절된 사람","아래 모든 요건을 갖춰야 함: ① 결혼이민(F-6) 이외 자격으로 체류 중 ② 국민과 정상적인 혼인생활을 유지하면서 국내 체류 중 배우자의 사망·실종, 그 밖에 자신에게 책임없는 사유로 혼인 단절",,,"공통: 신청서(별지 제34호 서식), 여권, 외국인등록증, 표준규격사진 1매, 수수료, 범죄경력증명서 및 건강진단서(旣제출자 + 해외 6개월 미만은 면제) 사망: 배우자 사망 입증서류(사망진단서, 배우자의 사망사실이 기재된 기본증명서 등), 가족관계 입증서류(혼인관계증명서 등) 이혼: 이혼사실이 기재된 혼인관계증명서, 이혼 관련 소송서류(소장, 이혼 판결문 등), 귀책사유 입증자료(가출신고서, 폭행 병원 진단서, 검찰 불기소결정문, 여성관련 단체 확인서, 국민 배우자의 4촌 이내 친척의 확인서 등) 실종: 실종사실 증명서류(실종선고심판서), 가족관계 입증서류",,,,"제한 대상(단기체류자, 형사범(단순 벌금형 제외), 출국을 위한 체류기간 연장허가를 받은 사람) 및 제한 대상이었으나 기타(G-1) 자격 체류허가를 받은 사람은 제외 신청 당시 국민의 배우자 자격(F-6-1)으로 체류 중인 경우는 체류기간 연장허가 대상",,,체류허가기간 1년,,,,,
266,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-6,결혼이민,stay_status_rule,F-6 결혼이민 / 체류자격 부여,체류자격 부여,대상,,,국내 체류 중 대한민국 국적을 상실한 사람으로 체류목적이 결혼이민에 해당하는 사람 주한미군 현지 제대자로 체류목적이 결혼이민에 해당하는 사람,,,,,"법 제23조에 따라 대한민국에서 출생한 외국인은 출생일로부터 90일 이내에, 체류 중 국적을 상실·이탈한 외국인은 그 사유 발생일로부터 30일 이내에 체류자격을 받아야 함",제출서류 및 체류허가 기간은 체류자격 변경허가에 준함,,,,,,,,,
268,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,G-1,기타,stay_status_rule,G-1 기타 / 난민신청자 체류자격외 활동허가,체류자격외 활동허가,요건,G-1-5,"난민인정 신청을 한 후 6개월이 경과한 자 (입증자료 제출 지연, 소재 불명, 보호 등 신청자 귀책 사유 기간은 6개월에 산입 안 함) 난민인정 신청자 중 장애 등으로 근로능력 없는 피부양자를 부양하거나 이에 준하는 사유로 청장 등이 특별히 필요하다고 인정하는 자",,,,"- 신청서(별지 제34호 서식), 여권, 외국인등록증 - 고용계약서 - 사업자등록증 사본 등 사업장 관련 서류 - 수수료 (일반 체류외국인과 동일)",,"취업제한 업종 제외한 단순노무 업무만 허용 취업제한 업종: 건설업(복합업종은 건설업 외 가능), 사행행위 영업, 단란·유흥주점 유흥접객원, 풍속영업 중 선량한 풍속에 반하는 업종, 개인과외 교습, 기타 법무부장관 제한 분야 외국어 회화강사(E-2) 등 전문분야 취업은 일반 체류외국인과 동일한 절차로 진행",,난민신청자가 취업제한 업종에 불법취업하는 경우 일반 체류외국인에 준하여 사범처리,,,난민신청자: 체류기간 범위 내에서 체류허가기간까지 인도적 체류허가자: 체류기간 범위 내에서 체류허가기간까지,,,,,
271,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,G-1,기타,stay_status_rule,G-1-10 외국인환자 / 체류자격 변경허가,체류자격 변경,요건,G-1-10,"B-1, B-2, C-3(C-3-3 포함) 자격으로 입국한 후 의료기관 검진 등에 의해 장기치료 또는 요양이 필요한 것으로 인정되는 사람 장기체류가 필요한 환자와 동반 필요성이 인정되는 배우자 등 동반가족 및 간병인",,,,"- 신청서(별지 제34호 서식), 여권, 표준규격사진 1매, 수수료 - 의료기관에서 발행한 소견서 등 장기 치료의 필요성을 입증할 수 있는 서류 - 치료 및 체류 비용 조달 능력을 입증할 수 있는 서류 (유치 기관 또는 신원보증인이 보증 시 제출 생략) - 가족관계 및 간병인 입증서류",,,,,,,G-1-10 / 체류기간 1년 이내 범위,,,,,
275,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,C-3,단기방문,stay_status_rule,동포방문(C-3-8) 사증 발급 절차,사증발급,대상,C-3-8,모국을 방문하고자 하는 외국국적동포,재외동포의 출입국과 법적 지위에 관한 법률 제2조제2호에 해당하는 외국국적동포,,,"- 사증발급신청서(별지 제17호 서식), 여권 및 사본, 표준규격사진 1매, 수수료 - 외국국적동포임을 입증하는 국적국의 공적서류",,,,"특정강력범죄(제1항 제1~6호), 마약, 보이스피싱, 상습음주운전(3회 이상)으로 형을 선고받은 사실이 있는 사람 및 기타 범죄로 금고 이상의 형을 선고받은 사실이 있는 사람은 입국규제 여부에 관계없이 실질심사를 통해 사증발급 제한 가능 단기방문(C-3) 자격으로 취업활동 불가",,,"5년 유효한 동포방문(C-3-8, 090일) 복수사증",,,,,
278,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-4,재외동포,stay_status_rule,재외동포(F-4) 자격부여 / 기본대상,체류자격 변경,대상,,,출생에 의하여 대한민국의 국적을 보유하였던 사람(대한민국정부 수립 전에 국외로 이주한 동포 포함)으로서 외국국적을 취득한 사람 (F-4-41) 위에 해당하는 사람의 직계비속으로서 외국국적을 취득한 사람 (F-4-42),,"한국어능력 입증서류 (별첨 2 제출기준) 해외 범죄경력증명서 (별첨 1 제출기준) 가족관계기록사항에 관한 증명서, 제적등본, 호구부, 거민증, 출생증명서 등 외국국적동포 입증 서류","F-4-41: 본인이 대한민국 국민이었던 사실 증명 서류(가족관계기록사항 증명서, 제적등본, 폐쇄등록부 등), 외국국적을 취득한 원인 및 연월일 증명 서류 F-4-42: 직계존속이 대한민국 국민이었던 사실 증명 서류, 본인과 직계존속의 외국국적 취득원인 및 연월일 증명 서류, 직계존비속 관계임을 증명하는 서류(출생증명서 등)",,,,18.5.1. 개정 재외동포법 시행으로 18.5.1. 이후 최초로 대한민국 국적을 이탈했거나 국적을 상실한 남성은 병역이행 또는 면제처분이 없으면 40세 되는 해 12월 31일까지 재외동포(F-4) 자격 부여 제한,,,,,,,,
280,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-4,재외동포,stay_status_rule,재외동포(F-4) / 체류자격 외 활동허가,체류자격외 활동허가,요건,,방문취업(H-2)으로 체류하며 취업개시 신고를 한 사실이 있는 동포가 재외동포(F-4)로 변경 후 같은 사업장에서 계속하여 일하려는 경우,,,,"- 재외동포 통합신청서(별지 제1호서식), 여권 및 사본, 거소신고증 - 단순노무 업종 취업사실을 입증할 수 있는 공적서류(건강보험 가입내역, 소득금액증명원 등; 출입국관리정보시스템(ICRM)으로 확인되는 경우 제출 면제) - 근로계약서, 사업자등록증, 수수료",,,,"재외동포(F-4)는 단순노무행위, 사행행위 등 선량한 풍속·사회질서에 반하는 행위, 기타 공공의 이익이나 국내 취업질서 유지를 위해 제한이 필요한 분야 취업 불가 국내법령에 의해 일정한 자격을 요하는 경우 그 자격을 갖춰야 함",,,1회 부여 기간은 재외동포(F-4) 자격의 체류기간 범위 내에서 근로계약 기간에 따라 부여,,,,,
281,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,F-5,영주,stay_status_rule,외국국적동포 영주(F-5) / 기본요건,체류자격 변경,요건,,외국국적동포로서 영주(F-5)자격을 신청하는 사람,,,,,,"공통 기본요건 (모두 충족해야 함): 1. 본인 또는 동반가족이 생계를 유지할 능력이 있을 것 - 소득 주체: 신청인, 배우자(사실혼 제외), 자녀, 부모(배우자 부모 제외) 중 생계를 같이 하는 사람 - 신청자 본인 소득·자산이 기준액의 50% 이상 (미성년 자녀 양육자/미성년 자녀 제외) - 소득 산정기간: 신청일이 속하는 연도의 이전 1년 - 인정 소득: 종합소득 중 소득세를 납부한 것, 자산은 소득세를 납부한 경우만 인정 - 연간소득 심사 기준: 신청일 기준 전년도 1인당 국민총소득(GNI) 이상 - 자산 기준: 전년도 '가계금융·복지조사' 가구당 평균 순자산 2. 기본 소양: 사회통합프로그램 5단계 이수 또는 영주용·귀화용 종합평가 60점 이상 득점 3. 품행 단정: 출입국관리법 제10조의3, 시행령 12조의2, 시행규칙 18조의4에 따른 품행 단정 요건",,,"생계유지 능력 면제: F-5-6 중 대한민국 기업과 연간 교역실적 20억원 이상자/미화 50만 불 이상 투자자/거주국 정부 공인 동포단체·법인기업체 대표 재외공관장 추천자, F-5-7 중 국적회복·특별귀화 요건 충족자 생계유지 능력 완화: F-5-14는 GNI 70% 이상 인정, 사회통합프로그램 5단계 이수·국내 초중고 졸업·국내 학사 이상 학위 취득자는 GNI 70% 이상 인정, 자원봉사 100시간 이상은 GNI 80% 이상 인정 기본소양 면제: F-5-6, F-5-7 중 국적회복·특별귀화 요건 갖춘 자, F-5-14, 민법상 미성년외국인, 면제 요건 갖춘 자",,,,,,,
283,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-4,재외동포,stay_status_rule,재외동포(F-4) / 체류기간 연장 기준,체류기간 연장,기간,,"재외동포(F-4) 자격으로 국내 체류 중 체류허가 신청을 하는 동포 (체류자격 변경, 체류기간 연장 등)",,,,,,한국어능력 입증서류 제출(또는 면제) 여부에 따라 체류기간 부여 기간이 달라짐,,,,,"한국어능력 입증서류 제출(또는 면제) 시: 체류자격 변경, 체류기간 연장 신청 시 최대 체류기간 3년 부여 한국어능력 미제출 시: 거소신고·체류자격 변경·체류기간 연장 신청 시 체류기간 1년 부여 (사회통합프로그램 등록·수강한 경우 2년 부여)",,,,,
295,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-R 지역특화형 우수인재 / 자격변경,체류자격 변경,대상,F-2-R,국내 합법 체류외국인으로서 인구감소지역 정착을 위해 지역특화형 우수인재(F-2-R)로 자격변경하려는 사람,국내 합법 체류외국인일 것 지자체장의 추천을 받을 것,숙련기능인력(E-7-4)으로 자격변경 후 2년 이상 경과한 사람 중 현 근무처 계속 근무 예정자 또는 고용계약 종료(예정)자(E-7-4로 2년 이상 체류 후 구직 D-10으로 변경한 사람 포함) 지역특화형 숙련기능인력(E-7-4R)으로 자격변경 후 3년 이상 경과하고 인구감소지역에 거주하는 사람(인구감소관심지역 거주자는 인구감소지역으로 이전 시 신청 가능),,,,,,"제외 대상: 기술연수(D-3), 일반연수(D-4), 호텔유흥(E-6-2), 계절근로(E-8), 비전문취업(E-9), 선원취업(E-10), 기타(G-1), 관광취업(H-1) 자격 소지자 구직(D-10) 체류자격자 중 직전 체류자격이 위 제외 자격에 해당하는 사람 단기체류자격을 소지한 「출입국관리법 시행규칙 별표 5 사증발급신청 등 첨부서류에 관한 고시」(법무부고시 제2011-534호) 국가 국민 최근 5년 이내 지역특화형 비자 또는 동반가족 체류자격으로 체류한 적이 있는 사람",,,,,,,,
